109-12826	National Science and Technology Council (2004): National Nanotechnology Initiative. Strategic Plan, Washington.
109-12826	Nordmann, Alfred (2003): Shaping the World Atom by Atom: Eine nanowissenschaftliche WeltBildanalyse, in: www.cla.sc.edu/cpecs/nirt/papers/AN2.html.
109-12826	President’s Council of Advisors on Science and Technology (2005): The National Nanotechnology Initiative at Five Years: Assessment and Recommendations of the National Nanotechnology Advisory Panel, Washington D. C.
109-12826	Roco, Mihail C. (2004): The US National Nanotechnology Initiative after 3 years (2001-2003), in: Journal of Nanoparticle Research (6): 1-10.
109-12826	Roco, Mihail C. (2005): Environmentally responsible development of nanotechnology. How the U.S. Government is dealing with the Immediate and Long-term Issues of this New Technology, in: Environmental Science & Technology (1): 107- 112.
109-12826	Roco, Mihail C.; Bainbridge, William Sims (2002): Converging Technologies for Improving Human Performance. Nanotechnology, Biotechnology, Information Technology and Cognitive Science.
109-12826	Royal Society (2005): Government commits to regulating nanotechnologies but will it deliver?, in: http://www.royalsoc.ac.uk/news.asp?id=2976.
109-12826	Royal Society; The Royal Academy of Engineering (2004): Nanoscience and nanotechnologies: opportunities and uncertainties, London.
109-12826	Saretzki, Thomas (2001): Entstehung, Verlauf und Wirkungen von Technisierungskonflikten: Die Rolle von Bürgerinitiativen, sozialen Bewegungen und politischen Parteien, in: Simonis, Georg; Renate Martinsen; Thomas Saretzki (Hrsg.): Politik und Technik. Analysen zum Verhältnis von technologischem, politischem und staatlichem Wandel am Anfang des 21. Jahrhunderts: 185-210.
109-12826	Saretzki, Thomas (2005): Welches Wissen – Welche Entscheidung? Kontroverse Expertise im Spannungsfeld von Wissenschaft, Öffentlichkeit und Politik, in: Bogner, Alexander; Helge Torgersen (Hrsg.): Wozu Experten? Ambivalenzen in der Beziehung von Wissenschaft und Politik, Wiesbaden: 345-369.
109-12826	Schaper-Rinkel, Petra (2006a): Nanotechnologiepolitik: Die Antizipation potentieller Umweltund Technikkonflikte in der Governance der Nanotechnologie, in: Feindt, Peter H.; Thomas Saretzki (Hrsg.): Umwelt- und Technikkonflikte, Wiesbaden.
109-12826	Schaper-Rinkel, Petra (2006b): Politik als Initiierung von Spielfeldern und Setzung von Spielregeln. Forcierung und Regulierung der Nanotechnologie, in: Gebauer, Gunter; Stefan Poser; Robert Schmidt; Martin Stern (Hrsg.): Kalkuliertes Risiko, Frankfurt am Main; New York.
109-12826	Steinfeldt, Michael; Gleich, Arnim von; Petschow, Ulrich et al. (2004): Nachhaltigkeitseffekte durch Herstellung und Anwendung nanotechnologischer Produkte, Institut für ökologische Wirtschaftsforschung gGmbH, Berlin.
109-12826	Stephens, Lowndes F. (2005): News Narratives about Nano S&T in Major U.S. and Non-U.S. Newspapers, in: Science Communication 27 (2): 175-199.
109-12826	Stephenson, Neal (1996): Diamond Age. Die Grenzwelt, München.
109-12826	Swiss Re, Swiss Reinsurance Company (2004a): Nanotechnologie. Kleine Teile – große Zukunft, Zürich.
109-12826	Swiss Re, Swiss Reinsurance Company (2004b): Nanotechnology. Small matter, many unknowns, Zürich.
109-12826	TAB, Büro für Technikfolgen-Abschätzung beim Deutschen Bundestag (2003): TA-Projekt Nanotechnologie. Endbericht, Büro für Technikfolgenabschätzung beim Deutschen Bundestag, Berlin; Karlsruhe.
109-12826	TAB, Büro für Technikfolgen-Abschätzung beim Deutschen Bundestag (2004): Bericht des Ausschusses für Bildung, Forschung und Technikfolgenabschätzung (17. Ausschuss) gemäß § 56a der Geschäftsordnung Technikfolgenabschätzung hier: TA-Projekt – Nanotechnologie. Drucksache 15/2713, Berlin.
109-12826	Taniguchi, Norio (1974): On the Basic Concept of ‘Nano-Technology’, in: Bulletin of the Japan Society of Precision Engineering: 18-23.
109-12826	UK Government (2005): Response to the Royal Society and Royal Academy of Engineering Report. ‘Nanoscience and nanotechnologies: opportunities and uncertainties’, HM Government.
109-12826	VDI Technologiezentrum (o. J.-a): The Journey into the nano-cosmos. Presentation materials. Part I: Scientific and technical principles. o. O.
109-12826	VDI Technologiezentrum (o. J.-b): The Journey into the nano-cosmos. Presentation materials. Part III: Social and Political Aspects. o. O.
109-12826	VDI Technologiezentrum (o. J.-c): Reise in den Nanokosmos. Teil I: Wissenschaftlich-technische Grundlagen. Präsentationsmaterial. o. O.
109-12826	Wagner, Volker; Wechsler, Dietmar (2004): Nanobiotechnologie II. Anwendungen in der Medizin und Pharmazie, VDI-TEchnologiezentrum, Düsseldorf.
113-32408	Bolte, K. M. (1983). Subjektorientierte Soziologie – Plädoyer für eine Forschungsperspektive. In: K. M. Bolte/E. Treutner (Hrsg.), Subjektorientierte Arbeits- und Berufssoziologie (S. 12-36). Frankfurt a. M.
113-32408	Brinkmann, C. (1984). Die individuellen Folgen langfristiger Arbeitslosigkeit. In: Mitteilungen aus der Arbeitsmarkt- und Berufsforschung, 17, 454-473.
113-32408	Buhr, P. (1995). Dynamik von Armut. Dauer und biographische Bedeutung von Sozialhilfebezug. Opladen.
113-32408	Büchtemann, C. (1979). Die Betroffenheit von Arbeitslosigkeit als soziale Erfahrung. In: Politische Bildung, 12 (2), 38-74.
113-32408	Garhammer, M. (1996). Balanceakt Zeit. Auswirkungen flexibler Arbeitszeiten auf Alltag, Freizeit und Familie. Berlin.
113-32408	Geiger, T. (1987). Die soziale Schichtung des deutschen Volkes. (Unv. Nachdruck, hrsg. v. B. Schäfers). Stuttgart (zuerst 1932).
113-32408	Geissler, B. (1998). Normalarbeitsverhältnis und Sozialversicherungen – eine überholte Verbindung? In: Mitteilungen aus der Arbeitsmarkt- und Berufsforschung, 31 (3), 550-557.
113-32408	Geissler, B. (1994). Klasse, Schicht oder Lebenslage? Was leisten diese Begriffe bei der Analyse der „neuen“ sozialen Ungleichheiten? In: Leviathan, Heft 4 (1994), 541-559.
113-32408	Hegel, G. W. F. (1989). Phänomenologie des Geistes. Werke in 20 Bänden, Bd. 3. Frankfurt a. M.
113-32408	Hess, D./Hartenstein, W./Smid, M. (1991). Auswirkungen von Arbeitslosigkeit auf die Familie. In: Mitteilungen aus der Arbeitsmarkt- und Berufsforschung, 24, 178-192.
113-32408	Holst, E./Maier, F. (1998). Normalarbeitsverhältnis und Geschlechterordnung. In: Mitteilungen aus der Arbeitsmarkt- und Berufsforschung, 31 (3), 506-518.
113-32408	Hornstein, W./Lüders, C./Rosner, S./Salzmann, W./Schusser, H. (1986). Arbeitslosigkeit in der Familie. München.
113-32408	Hradil, S. (1987). Sozialstrukturanalyse in einer fortgeschrittenen Gesellschaft. Opladen.
113-32408	Hradil, S. (1992). Alte Begriffe und neue Strukturen. Die Milieu-, Subkultur- und Lebensstilforschung der 80er Jahre. In: S. Hradil (Hrsg.), Zwischen Bewußtsein und Sein ( S. 15-56). Opladen.
113-32408	Hurrelmann, K./Ulich, D. (1991). Gegenstands- und Methodenfragen der Sozialisationsforschung. In: K. Hurrelmann/D. Ulich (Hrsg.), Neues Handbuch der Sozialisationsforschung. 4. völlig neub. Aufl. (S. 3-20). Weinheim.
113-32408	Jahoda, M./Lazarsfeld, P./Zeisel, H. (1975). Die Arbeitslosen von Marienthal. Ein soziographischer Versuch. Frankfurt a. M.
113-32408	Jurczyk, K. (1997). Ein subjektorientierter Blick auf die „Zeit“. Wider unbrauchbare Dualismen. In: G. G. Voß/H. J. Pongratz (Hrsg.), Subjektorientierte Soziologie (S. 169-182). Opladen.
113-32408	Klems, W./Schmidt, A. (1990). Langzeitarbeitslosigkeit. Theorie und Empirie am Beispiel des Arbeitsmarktes. Frankfurt a.M., Berlin.
113-32408	Kronauer, M./Vogel, B./Gerlach, F. (1993). Im Schatten der Arbeitsgesellschaft. Arbeitslose und die Dynamik sozialer Ausgrenzung. Frankfurt a. M.
113-32408	Kudera, W. (1995). Anlage und Durchführung der empirischen Untersuchung. In: Projektgruppe „Alltägliche Lebensführung“ (Hrsg.), Alltägliche Lebensführung. Arrangements zwischen Traditionalität und Modernisierung (S. 45-68). Opladen.
113-32408	Lehmann, H. (1996). Muster biographischer Verarbeitung des Transformationsprozesses von Vorruheständlern. In: H. M. Nickel/J. Kühl/S. Schenk (Hrsg.), Erwerbsarbeit und Beschäftigung im Umbruch. 2. durchges. Aufl. (S. 283-312). Opladen.
113-32408	Luedtke, J. (1998): Lebensführung in der Arbeitslosigkeit. Differentielle Problemlagen und Bewältigungsformen. Pfaffenweiler.
113-32408	Lüders, C./Rosner, S. (1990). Arbeitslosigkeit in der Familie. In: H. Schindler/A. Wacker/P. Wetzels (Hrsg.), Familienleben in der Arbeitslosigkeit (S. 75-98). Heidelberg.
113-32408	Marx, K. (1973). Die Frühschriften. (Hrsg. von S. Landshut). Stuttgart.
113-32408	Mead, G. H. (1991). Geist, Identität und Gesellschaft. Frankfurt a. M.
113-32408	Mierendorff, J. (1998). Subjektive Zeitperspektiven und Umgang mit prekären Situationen – Sozialhilfeempfängerinnen und -empfänger im gesellschaftlichen Umbruch Deutschlands. In: W. Heinz/W. Dressel/D. Blaschke/G. Engelbrech (Hrsg.), Was prägt Berufsbiographien? Beiträge zur Arbeitsmarkt- und Berufsforschung 215 (S. 317-332). Nürnberg.
113-32408	Mutz, G. (1997). Arbeitslosigkeit und gesellschaftliche Individualisierung. In: U. Beck/P. Sopp (Hrsg.), Individualisierung und Integration. Neue Konfliktlinien und neuer Integrationsmodus? (S. 161-179). Opladen.
113-32408	Mutz, G./Ludwig-Mayerhofer, W./Koenen, E./Eder, K./Bonß, W. (1995). Diskontinuierliche Erwerbsverläufe. Opladen.
113-32408	Noelle-Neumann, E./Gillies, P. (1987). Arbeitslos. Report aus einer Tabuzone. Frankfurt a. M.
113-32408	Novotny, H. (1990). Eigenzeit. Entstehung und Strukturierung eines Zeitgefühls. Frankfurt a. M.
113-32408	Rerrich, M. S./Voß, G. G. (1992). Vexierbild soziale Ungleichheit. Die Bedeutung alltäglicher Lebensführung in der Sozialstrukturanalyse. In: S. Hradil (Hrsg.), Zwischen Bewußtsein und Sein. Opladen.
113-32408	Schindler, H./Wetzels, P. (1990). Familiensysteme in der Arbeitslosigkeit. In: H. Schindler/A. Wacker/P. Wetzels (Hrsg.), Familienleben in der Arbeitslosigkeit (S. 43-74). Heidelberg.
113-32408	Silbereisen, R./Walper, S. (1987). Familiäre Konsequenzen ökonomischer Einbußen und die Bereitschaft zu normverletzendem Verhalten bei Jugendlichen. In: Zeitschrift für Entwicklungspsychologie und Pädagogische Psychologie, 19, 228248.
113-32408	Vester, H.-G. (1988). Zeitalter der Freizeit. Darmstadt.
113-32408	Vonderach, G./Siebers, R./Barr, U. (1992). Arbeitslosigkeit und Lebensgeschichte. Opladen.
113-32408	Voß, G. G. (1991). Lebensführung als Arbeit. Über die Autonomie der Person im Alltag der Gesellschaft. Stuttgart.
113-32408	Voß, G. G. (1995). Entwicklung und Eckpunkte des theoretischen Konzepts. In: Projektgruppe „Alltägliche Lebensführung“ (Hrsg.), Alltägliche Lebensführung. Arrangements zwischen Traditionalität und Modernisierung (S. 23-44). Opladen.
113-32408	Voß, G. G. (1997). Beruf und alltägliche Lebensführung – zwei subjektnahe Instanzen der Vermittlung von Individuum und Gesellschaft. In: G. G. Voß/H. J. Pongratz (Hrsg.), Subjektorientierte Soziologie (S. 201-222). Opladen.
113-32408	Weber, M. (1973). Soziologie, Universalgeschichtliche Analysen, Politik. (Hrsg. von J. Winckelmann). 5. überarb. Aufl. Stuttgart.
113-32408	Wolski-Prenger, F./Rothardt, D. (1996). Soziale Arbeit mit Arbeitslosen. Weinheim.
113-32408	Zenke, K. G./Ludwig, G. (1985). Kinder arbeitsloser Eltern. In: Mitteilungen aus der Arbeitsmarkt- und Berufsforschung, 18, 265-178.
130-36820	10 0 :rh0000U :r0h001U :r0h020U :r0h030U :r0h004U :r0h005U :rh0006U :rh0007U :rh0080U :r0h090U :r0h001U :r0h011U :r0012hU :r0013hU :r0014hU :r0015hU :r0016hU :r0017hU :r0081hU :r090h1U :r000h2U :r0012hU :r0h022U :r0h032U :r0h024U
130-36820	Quelle: Betriebliche Kinderbetreuung – Recherche ÖIF
130-36820	Bundesministerium für Familie, Senioren, Frauen und Jugend (2006): Unternehmen Kinderbetreuung. Praxisleitfaden für die betriebliche Kinderbetreuung. Berlin.
130-36820	Statistik Austria (2010): Kindertagesheimstatistik 2009/10. Wien: Verlag Österreich
145-11721	Pavel M. Alexejew, Valentin M. Kalinin und Rajmond G. Piotrowski (Hg.) (1973): Sprachstatistik. München/Salzburg.
145-11721	Gershon Alperovich (1984): The size distribution of cities – On the empirical validity of the rank-size rule. Journal of Urban Economics, XVI, S. 232-239.
145-11721	Felix Auerbach (1913): Das Gesetz der Bevölkerungskonzentration. Petermanns Geographische Mitteilungen, Band LIX, S. 73 –76.
145-11721	Robert Axtell und Richard Florida (2001) : Emergent cities – A microeconomic explanation for Zipf``s law. Mimeo, The Brookings Institution. Internet.
145-11721	Michael Batty (2000): siehe Shiode.
145-11721	Marianne van den Berg (1999): siehe Brakman.
145-11721	Ludwig Beutin (1959): Wirtschaftsgeschichte. In: Handbuch der Wirtschaftswissenschaften (Hg. Karl Hax und Theodor Wessels), Köln/Opladen, Band II S. 1405-1443.
145-11721	Flavio Bonifacio (2004): An automatic method for detection of extreme values : rules and applications. 3rd Conference in Actuarial Science and Finance, Samos, Greece, 2-5 September 2004. Internet.
145-11721	Steven Brakman, Harry Garretsen,Charles van Marrewijk und Marianne van den Berg (1999): The return of Zipf – Towards a further understanding of the rank-size distribution. Journal of Regional Science, Vol 39, S.183-213.
145-11721	Manfred Bretz und Edgar Wedel (1988): Zweck und Bedeutung der Volks-, Berufs-, Gebäude- und Wohnungszählung. Wirtschaft und Statistik 3/1987, S.195-206.
145-11721	Glenn R. Carroll (1982): National city-size distributions – What do we know after 67 years of research? Progress in Human Geographie VI, S.1-43.
145-11721	Juan Carlos Cordoba (2004): A generalized Gibrat`s law for cities. Internet, Rice University (U.S.), Department of Economics.
145-11721	Charles Darwin (1859): On the origin of species by means of natural selection – Or the preservation of favoured races in the struggle for life. London.
145-11721	Albert Einstein (1922): Über die spezielle und allgemeine Relativitätstheorie. Braunschweig.
145-11721	Ernst Engel (1881): Das Rechnungsbuch der Hausfrau und seine Bedeutung im Wirtschaftsleben der Nation. Zeitschrift des Königlich Preussischen Statistischen Bureaus 21, S.379-390.
145-11721	Ronald Aylmer Fisher (1925): Statistical methods for research workers. Edinburgh.
145-11721	Richard Florida (2001): siehe Axtell.
145-11721	Xavier Gabaix (1999): Zipf`s law for cities – An explanation. The Quarterly Journal of Economics, 114, S.739-767.
145-11721	Johann Gottfried Galle (1858): Über die Verbesserung der Planeten-Elemente aus beobachteten Oppositionen, angewandt auf eine neue Bestimmung der Pallas-Bahn. Breslau.
145-11721	Harry Garretsen (1999): siehe Brakman.
145-11721	Wolfgang Gerß (1984): Statistische Einzelangaben als Grundlage der regionalen wirtscha ftlichen Gesamtrechnungen. Jahrbücher für Statistik und Landeskunde von Baden-Württemberg, Jahrgang 29, S.151-158.
145-11721	Wolfgang Gerß (1990): Inter- und intraregionale Unterschiede der Wertschöpfung in der Bundesrepublik Deutschland. Statistische Rundschau Nordrhein-Westfalen Jg. 42/9, S.639-649.
145-11721	Wolfgang Gerß (1996): Statistische Signifikanz der Diversität im Zusammenhang mit biologischen Bestandserfassungen. Allgemeines Statistisches Archiv 80 (2), S.219-226.
145-11721	Wolfgang Gerß (2000): Statistische Auswertung einer zehnjährigen Punkt-StoppVogelzählung im niederbergischen Hügelland. Charadrius 36 Heft 2, S.49-56.
145-11721	Robert Gibrat (1931): Les inégalités économiques. Paris.
145-11721	Ernest P. Goodrich (1926) : The statistical relationship between population and the city plan. American Journal of Sociology, Vol. 20, S.123-128.
145-11721	Volker Hannemann (1992):Ergebnisse, Nutzen, Qualität und Organisation von Volkszählungen in den alten Bundesländern. In: Forum der Bundesstatistik, Band 21, S.67-82, Stuttgart.
145-11721	J. Michael Harrison (1985): Brownian motion and stochastic flow systems. New York.
145-11721	Jeroen Hinloopen und Charles van Marrewijk (2004): Locating economic concentration. Tinbergen Institute Discussion Paper. Internet.
145-11721	Robert T. Holt, Brian L. Job und Lawrence Markus (1978): Catastrophe theory and the study of war. Journal of Conflict Resolution 22, S.171-208.
145-11721	Yannis M. Ioannides und Henry G. Overman (2003): Zipf`s law for cities – An empirical examination . Regional Science and Urban Economics, Vol.33, S.127-137.
145-11721	Robert I. Jennrich (1978): siehe Ralston.
145-11721	Brian L. Job (1978): siehe Holt.
145-11721	Pascual Jordan (1955): Schwerkraft und Weltall – Grundlagen der theoretischen Kosmologie. Braunschweig.
145-11721	Valentin M. Kalinin (1973): siehe Alexejew.
